block_id,omega_ref_proxy,dof_grade,dof_family_id,dof_family_friendly,genes_min
25ef6bf381462e0b2955f0232bd212d0d53cd18e5fbbb0e3b08dd2d43bf53ea9,6.13937877763,B,40200b36809cab65,40200b36809cab65,{}
26d90bf420b06a100bbee6681de7cb1a923adcf451f6a6c07d52edeee8077b50,6.30405062283,B,e1610169dc4e68ad,e1610169dc4e68ad,{}
29aefffde84cf13cda19731b3de1ddf24977c737acb23f76c1e8dc61e7727215,6.14198999865,B,89f641d992c8934a,89f641d992c8934a,{}
2b9244d27a57d5425091171578a2d8407189fb4bee87d9f181d789d1090b9b56,6.21933392451,B,64df6b42e1735047,64df6b42e1735047,{}
2bfe72df513b1ca04f820e1f418191998931f56306b65e9d5d849c4754539800,6.30133403433,A,f261b0e8f0b24da2,f261b0e8f0b24da2,{}
2c39e20736f916da8edf00408695d9f609f93f816b2817b3ae55eb3dcf04257c,6.63788353267,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
2cda9d21c2704df2fdabed9ec62fbae987d975b233c834e77587a483b0a25ee2,6.48869913404,B,c406389cacdb14b8,c406389cacdb14b8,{}
2d06a8ca65f63d80688c6ba95cb62b9333762a3676ee7ad56684f1cdb1872f0e,6.38814553922,B,1fb225336c283f91,1fb225336c283f91,{}
2d8aa1e436f8ecdd4e67980d63382788be5416ac2b28e073efdd8bcfe12b104e,6.43872179392,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
2da936ddb9f6ac830871b8633851329bdee4b99f13d70aba6f66f2f62693fd0f,6.50836622973,B,88649e81af49a513,88649e81af49a513,{}
2ee93b125d519edc008b0619606047b59891cc326c42b2de94d439ffdb8a9a3d,6.2733231853,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
2fb708189ca894f42867e31b2d1a6b6da40e4a1ce3410d2b3193b4005976865a,6.32500522582,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
30621aa803e8a9c904577c8426bf2ff08d598c6e0e069f8f69591f3259b4eab6,6.26944539359,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
309e2fca45be70b296ad3005bbc5c9ece508a6929e1e0a444cd6cea038e8464a,6.55792872431,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
314eb7f8fa66f7fe84975187f0d82cfa0e13f3a4ea80da58d701b8d8433bce03,6.3682423307,B,c406389cacdb14b8,c406389cacdb14b8,{}
31989bb9f6541c00b512a4a84b83953e559220fc173ae1611db2f03b1f221090,6.25552339733,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
32983e89f1705518a6afb5a1c5bf21b5fac2b75928ab600046785a29f89ad04e,6.45776405101,B,7cd2b5aea0f64b1d,7cd2b5aea0f64b1d,{}
329b419a7b9c2e8b190f3576aaf6b07d36e024ccf8c8d7934c72abc84f5ba1d8,6.47336217861,B,6357695ae876ac33,6357695ae876ac33,{}
3313cfe08097d11a9ed543a327b639c19a2f37e7dab0dd2e19268f98e3801780,6.47260967786,B,3036cda0c54cd23d,3036cda0c54cd23d,{}
34ea9cb3ab09435638edd4f4e5c508af65654ed592363c849ce7464a8e83a5c8,8.31003449142,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
362a89423e27bb5422e939e3775589b42c97014c7697a3d3314a5ed6ef497d3b,6.08569447153,A,139c4319dd42d899,139c4319dd42d899,{}
386817abeb2f2c20b66fd02c0ae055e8c0d04095a183d5516392b6e80a4d90e5,6.26420312477,B,6357695ae876ac33,6357695ae876ac33,{}
38909c4bc161809391e47072b34c467b5ea3ffbbd2912dd2298ece14fdd38ccf,6.27935388808,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
38b6ece7a42aabc74d0b5fbd849e0f62e1c420a1314c8035a9bd12c7103ebe53,9.18658519908,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
391535fd356c81442787e434cde32d3169a13d4f8bc8e0b57d42119eecc709ca,6.49393460463,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
3aeecb2faf3a9f031bf2059e5ae363aeea8509cdb6f83e40de4c3f3d964dcb2d,6.22321195295,B,34c0b895c1d9f5c5,34c0b895c1d9f5c5,{}
3b5dbdbca8f4e1ebe18974215fa02b263266b7a7db8cd14c3a6c36368c4f1a0c,6.35879143159,B,e1610169dc4e68ad,e1610169dc4e68ad,{}
3bcea0137078703b45741152445e68e4dc77b235852614d7d83f07c624bc5ecb,6.08127757875,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
3bd058ff4cd484aa36fc1457049dab70d204946d9a9b0fba96ab97e108599acb,6.43393680988,B,64df6b42e1735047,64df6b42e1735047,{}
3d51b9dfdc9d4b6cfbbc86015aaabcbb856802bdd955790f66fe7f730d96408e,6.10169413807,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
3ee8cf5165bf54809c0791a24c5f73596cfcce53d8d2ba725ab038f5b3361c76,6.17695170204,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
4050e4092eddbe8a13243fcf608db3d368a901682a3b467594614e7f1b5b1813,6.17340892388,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
40df295cab4a052b875585d15714e38854092c93c8e7bdca6d02939600ecf156,6.30209766429,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
416ceb81b1fe1e72ab302e2a11d7d4a432b07fa0249b3b88d0fa4a4e89b3d0ca,6.40390799291,A,f261b0e8f0b24da2,f261b0e8f0b24da2,{}
4221a2201c169ffdc2f055e24e90ca376a4a502c8c0a6ec325f64711a1f35dc8,6.4559815024,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
458c6d53c8873050c4478d45df0203bdc12e821cf8b00945956ee8bc19d20cb8,6.27775786748,B,34c0b895c1d9f5c5,34c0b895c1d9f5c5,{}
46c5049fb7f89f1dc2ba1267082ec31980206d9981cb0779ec88b9e20faf3208,6.46201308675,A,369709fe28c7760f,369709fe28c7760f,{}
47e5bc603c9e86e9cf9384c43a9f380a7ca6ec0ab7fdd03df11b2b58e955e2fc,6.39603125887,A,631d30bc180a91a7,631d30bc180a91a7,{}
48d3626fb4c13c4e6668ab76ffd7fc289b805a94c3b50135d4f6af9c68384fc8,6.19235328991,B,c406389cacdb14b8,c406389cacdb14b8,{}
49116a3c73ddf40e84c533f8c3742ef1a778bfd42cd812fa6ef37121b6946ca9,8.95013033784,A,e6cea0161a90be88,e6cea0161a90be88,{}
496545c46704e83c08cf2729f221b9d1374798970120e546d4b588c17f6a7cde,6.06084579792,B,88649e81af49a513,88649e81af49a513,{}
4b5c57442b370daece74ba7285f961ef133feda589a87b675ada804a2ce6f017,6.30880466358,B,c4719ae324f325dd,c4719ae324f325dd,{}
4c09ef132b8ae6b6adf3e14d63dc6eaffedee023a7663cb711a233c93901086e,6.2481385874,B,2d99a3bc0f621977,2d99a3bc0f621977,{}
4c2fb34e595d57a1e392321d1f5439bc743db2d0e66e8c145db3649acf941023,6.78547985537,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
4e06a6dc3e63c30b1e817343206b4a2e7bca8e7e1fdc30df52ed179cb20af65b,6.62858569276,A,b99d03cd9be8279d,b99d03cd9be8279d,{}
50115793afe5297a247d500df64454132d59c9e8cdd3b80b14536c316c9ed90e,6.60283837847,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
5136d59fadf09b672cc8409cbb7650e2cd1cf100bf82aa460d61c9e7b3dccf36,6.45555683092,B,88649e81af49a513,88649e81af49a513,{}
51522e7fd9633b7aad2e6c5937b7ed0dce7cb42745d01d0b1d56997459d6602e,6.17814026034,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
51bc344f94fd6f0504400d80256b8298efb4fadfc3bcb36a73a3b85341bfe419,6.73887280237,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
52c98b93b46f7a45dc8a8f0aabfb3f97ad2d4b87e88d06a211743096b536cdca,6.41386035225,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
52e20ca041165302a55360cf685112053bb0a4df925b972a7b900ad8f915652a,6.41117164787,A,631d30bc180a91a7,631d30bc180a91a7,{}
533ffcbd1716166c1bfeb3f00e542650cbb109266be3a98f7591c93f756f5678,6.2983445673,B,19db2fb32bed7851,19db2fb32bed7851,{}
54a442538f4a0d03256059bb1756521d76d8e5fee016cee8240b3d86fb9ca69d,6.44992698771,B,0da0683c4b5c61df,0da0683c4b5c61df,{}
55ade532f6aa2a0285c37c2f336c7b4f46e56c1dcd39c9a85aca938f870dad25,6.1867060913,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
55e52e65e9aa30e92b34d30b3d75a23fb63b4caea08f1ae775e237076a40c93d,6.2209421185,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
56860ce0d43acee28d836b970a126de21b9a52b7e8b63bfb7ff3bb466b7e312e,6.79996887448,B,1fb225336c283f91,1fb225336c283f91,{}
5713f0268e41e81608377e336a1578df3f1875982829c9e81c97e44ef5f6af50,10.9153078553,A,29a6648d414db444,29a6648d414db444,{}
57a93403831f0a95567866085c17b1d7a0d461de095aae9ab134539d02c010b4,6.28001343448,A,631d30bc180a91a7,631d30bc180a91a7,{}
5858800012f970ec259e0ba799aaf791004247c420c6a810cd494bff026e0717,6.34574715369,A,f0557bf15eafec94,f0557bf15eafec94,{}
58c3e5e2bec9c5279a00393fb19e06a3242cfa5bc12c2539a7afb2ba2c7feb63,6.36301135199,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
5a79402d8e851270a3da5dcd5855a7cff4ae7c061c66381f8c047cc917b21abe,6.29358138644,A,f261b0e8f0b24da2,f261b0e8f0b24da2,{}
5b7304e3dfe2b15b05673b9ed248cd780225b0bbd42c9fc0b8bdd95ae2349041,6.322703954,A,e6cea0161a90be88,e6cea0161a90be88,{}
5b82ea0504a39d4f35c7c2a9695fc96b9f2a6f19cc704c2e5f1390160c46050c,6.14771032558,B,34c0b895c1d9f5c5,34c0b895c1d9f5c5,{}
5c888cd097532cc25bcbf516c1625fe2147d4723a4c4057ebd9e6937fdc63b43,7.96972792112,A,f261b0e8f0b24da2,f261b0e8f0b24da2,{}
5cbe86b59b11288153fb9aae7b856890756cd0b466f21c4c1b1fe4b9dbdb28f7,6.1802869691,B,4ef0dcd6551f417e,4ef0dcd6551f417e,{}
5cc4eae47700cd63d6b846e8f818b2870d7d8637cd8746c4e1505f4a65bfe809,6.33611546237,B,64df6b42e1735047,64df6b42e1735047,{}
5e70b5b3dbb75a52e9be8dc2714fb81c0c5427685619ffdd3f4493a72f632fe8,6.57570202277,B,6357695ae876ac33,6357695ae876ac33,{}
5ecc959e49365a3b9a5f1c24de9731ed76ffdb0abc827205bb14e832245470dd,10.0603423406,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
5ecd2c0fbe7995d33af87d6871d997bf7e73ef08ffd6df2f4cd64faf0054af45,6.37035968087,B,4fa825e3687f7b68,4fa825e3687f7b68,{}
5f1943ea482b0498a63bfd83009168154199b04fa340083e7f25587553a75256,6.67166159127,A,631d30bc180a91a7,631d30bc180a91a7,{}
618a9cdf6eb245a021af17ced26df56a2007ddc2b094e82a87bbb154612a39e6,6.28144299231,B,19db2fb32bed7851,19db2fb32bed7851,{}
619399a65326c969471634d8b578951c45bc1d60534f34c08ed3270e27bdb101,6.5139064736,B,34c0b895c1d9f5c5,34c0b895c1d9f5c5,{}
61e6bd06f6f404f60d120746a178adef43826608400a98c561e334591ad038e5,6.39967330851,A,e6cea0161a90be88,e6cea0161a90be88,{}
629273f3d5e20a2521669a69c7939ae2f69886e8ba4fdeb5a7933c0b659e998e,6.68980821017,A,631d30bc180a91a7,631d30bc180a91a7,{}
63d3b54d3ec832ec29b919faf57beb60ee1a38d161c1629fecbb0b7858df5ced,6.09700812363,A,c5b04e6ae0f670fc,c5b04e6ae0f670fc,{}
644ab99e343eaaecdc81e837b7db8f94afa41365dc14613745a18d65505a7f70,6.19321480552,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
64f7b9b1131af6e8bba89604cd0b6efee09a2b3325922b61d2af05af38244c50,6.29414040398,A,6357695ae876ac33,6357695ae876ac33,{}
65ef59df4b0165de991698ab0e422fdc9cb743c9db7b407dfbe8c0a0b406f2ac,6.43509687684,A,139c4319dd42d899,139c4319dd42d899,{}
6769df5c952b1f662fa9112007e2c025dd4f3f2aa80e7129b4fff0d0ec8a53c7,7.1614235669,B,4fa825e3687f7b68,4fa825e3687f7b68,{}
6a0ae9da511771324ceb61b60316bb3bcb5a266d0c39acc42cfc7f35f79acdd1,6.31216667684,B,d738d5cef90d6aa4,d738d5cef90d6aa4,{}
6a383fe791d665349c673243d55365b4da2483ff62a7ed21dc9762f0706c6646,7.37253909384,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
6a3e4a354206152a8bb7b979aa6f91f5001a354e4ece6ad844238f009363f9ad,9.19187365792,A,f261b0e8f0b24da2,f261b0e8f0b24da2,{}
6a7a3043784c24a45dde89419b24716c2a8980da117e26c4ddf09d54760cc382,6.33716550259,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
6ab42914675e11989322e75f5b4e81522c97de286a64574a00ac168579f1e767,10.1095824694,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
6acdf6c10d2f4f02464ccb23e30c153d785fa552464b0fae4a961ecb083208c0,6.39857476237,B,b7ddc53b4a6f19e7,b7ddc53b4a6f19e7,{}
6b3087b6fa258b7ff9927f7049b1c26f6ee967d44ad501861c029146f7938520,6.26805005458,B,0da0683c4b5c61df,0da0683c4b5c61df,{}
6c638f02feeba8b2c41c6ca2e1810de56630940231caf83e03ad4ed7b681d4fd,6.346793125,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
6cbbca5caec02cd3e99bcf6b65376a5cff03522cdac6867b7696ba938bfb14d2,6.25214506554,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
6e2c0601091844ea18a8c9f5e0e8ed33f84007b7d801f35408961bb341baea9e,6.22793264197,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
6f03e283b411785a58169bc99c2b5b9ce04792d62592d0ed7697076382440ea0,6.33720045337,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
6f3e5c28bebb117c76dfff53b6f780ef48a039b106846ec71a31d885ae395a3a,6.51303938696,B,340262789e51cbcb,340262789e51cbcb,{}
6f4427b279de1cd7e00821bd827c0ededc8ca183fc8a3be1a194bdee59813493,6.42011130985,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
6f51df3806c185e4f7186113c87f54d6aed6090d09da445cc3ab465f90fe6059,6.22632057381,B,8761078724cdca43,8761078724cdca43,{}
711f6d54e6e7a1b8a7e59ead70d54e07ce01097ab0d1bf08e24e0da1252264ed,6.13420031755,B,88649e81af49a513,88649e81af49a513,{}
713dac30a848acabcb10c7ccab1b8ed073edda8c238e619ac39e4db07840e916,6.13786816032,B,d738d5cef90d6aa4,d738d5cef90d6aa4,{}
716355e26e2b9f61ae3ca34ee1b5dc40d419d326ecbe2a66aed7d899bf40c9e3,6.2972381363,A,6357695ae876ac33,6357695ae876ac33,{}
720a4c9ff66ac75dbf97990a28da47e9c523ec4f4dee72391292be71a79fe61e,6.07939462197,A,0da0683c4b5c61df,0da0683c4b5c61df,{}
72e72e49a9f8404415a8c819c0b49ebaac1b9bb398ad8411c1feb745fdd14b19,6.50320788062,A,0da0683c4b5c61df,0da0683c4b5c61df,{}
7384ce23797262ca37f75a5b5d425c3a7705b52f55cc8a10705b8aef4e1d5d19,6.27328889114,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
73b0f43aedfae82b179ab3c2b39a84071942e0df70fbc43d9a8594ecd660f14b,6.43455059468,B,0da0683c4b5c61df,0da0683c4b5c61df,{}
74c411e312201419f16eb6cdeb5dad3f85e51a3b84ee1559e8658d6b2622d466,6.24912131334,B,64df6b42e1735047,64df6b42e1735047,{}
75bea7d45d402f7b4729db82c4453cca994b2d4dcdfd5a69990417761a002b6d,6.12078624992,A,c5b04e6ae0f670fc,c5b04e6ae0f670fc,{}
777229ab97ead3bb3336b427a1ef5bd377a0080015bec75a6194f15b19f377ed,7.1480115788,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
77ece501f2c4a1b8e1a3111742321460c20bb4263ec7c7b87993c57574a5641e,7.20972869625,B,6357695ae876ac33,6357695ae876ac33,{}
78baf656b8a385d13b24fb3b7142a58ce3aea40518ec1d9bc0e69e90918d3d03,6.06255878435,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
7caf4ca59f766fb88bef60276764b8520217389c95ad7be22596a9e70cca9ba0,7.27396867264,A,e6cea0161a90be88,e6cea0161a90be88,{}
80f502f42c778569a1c1a673c76dfe13c0b079d710a4801109fd6f1288f85c90,6.4623148036,B,c406389cacdb14b8,c406389cacdb14b8,{}
813e24c293f1c4cacf0f2416aac516a96b3ba0e7a64741bf5bfeb03fd364bb46,6.2981951928,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
8185d4735aba885abe0c699948991881a0430d2591931274d600955317182e70,6.30992714933,B,9d6a7a459f640eb3,9d6a7a459f640eb3,{}
8229ce5c27e1e36644a663482e584c85690398335668448f082589d1aeb849d8,6.16164407202,A,c5b04e6ae0f670fc,c5b04e6ae0f670fc,{}
82ccc1d5778d73fbdebd99c412f7cce730abb6e854371ab44612505ae2b6a09c,6.78097918899,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
8434264e16dc6074aecdfd8c709360b9c65fbaafb8a48145d270a06cefd0a299,6.11559662892,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
84b205dce8fc4930ba9311bba6b0027da74bee7e098403d07058c9492665cfa8,7.43308725,A,139c4319dd42d899,139c4319dd42d899,{}
85740e3ec545777cdfeb11c2e3222259d15f94ec71a3216fd8beb29df73447e6,6.35633718936,B,0da0683c4b5c61df,0da0683c4b5c61df,{}
8681582487bb1f02f4aa0bf56c87340ca266ca0c4bc7ad1b323c90371f673a86,6.24573889429,B,40200b36809cab65,40200b36809cab65,{}
86a277310e34ee4886d9fe7358cd791d7938f34f9b773ba043e0ab8925248cfc,6.22914375732,B,6357695ae876ac33,6357695ae876ac33,{}
88813f667f89a9c4dd51fa57647bea4d7e1c453703626191cf9e1a1e9c243cba,6.23114840038,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
88cbc6c0ac435d787e583389a5befecdda51faaee01aa413239ded76023271e8,6.11309011048,B,340262789e51cbcb,340262789e51cbcb,{}
890c7a726e8960f0ff643d9826e82d5af4f5830c5e4c2d2eb7044f4a094c5bee,6.20547426448,B,4ef0dcd6551f417e,4ef0dcd6551f417e,{}
89e3033bc59961e074243a074addbb7d77d09634b4e5031dae563bb6d5fdf219,6.34554432637,B,187b25a031e6a911,187b25a031e6a911,{}
8a57e0bb06a33d1acd49edbb9f29abee81d73047a25f2f3228b06c7f50569cd0,10.2072441665,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
8bc32e1622afc44a5e9c3a8a8885b2a2b4abdd6b979899ba766fc8cf9e77d365,6.14970883765,B,19db2fb32bed7851,19db2fb32bed7851,{}
8bd37cd0b957476dc5e6fa2133b8badb283a080ac137878df3519f286b9d7ef9,6.1154677162,A,ee740a232621f280,ee740a232621f280,{}
8c8a412d6027dc46ae3b9788bcc1241a585a59cad81206c4badf722b3b04b94f,6.15454637339,B,19db2fb32bed7851,19db2fb32bed7851,{}
8dbf4f35d73b10a8ae83774e5d72d69f98574aa00d9db0cf93b665b0a0ec7f1a,6.46278443363,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
8dd1ac4e5bf0024c44027d9a94581200ee258cb6834fc089795981f69ee0896a,6.2208954722,B,ee740a232621f280,ee740a232621f280,{}
8ebd263d4bf7f82e934c8407ab32b99a7b344b8a90dad44382276a53a6b10bd1,6.29258495573,B,0da0683c4b5c61df,0da0683c4b5c61df,{}
8f4477ee753fd42ffac24d1f320374609e9c2241ac75e7b7097ed68b3f0ab3ec,6.38978030127,B,3a4d99d5b841605f,3a4d99d5b841605f,{}
8f49275c506ae406474c977246f1d57a24b0e9eee3cca5180a068db197442b99,6.40493448861,B,6357695ae876ac33,6357695ae876ac33,{}
8f63772d7689cd715955aebd899b1099e4837392e5a8c37e4c1dff2c7bf56096,6.22697418149,A,29a6648d414db444,29a6648d414db444,{}
8f88f4bf43a906c625f74942c00d8197b64c0b1748563b8ff94c192f6f34c689,6.46269489945,A,e1610169dc4e68ad,e1610169dc4e68ad,{}
8fbc2ec8cecc1f6859654d1298cf9b72bcb8f1fce03a5e8ee2e901df52e5b9c5,6.66219318644,A,29a6648d414db444,29a6648d414db444,{}
8feb0772bd01f7be1abad35f2b7ceca1acb6aa20824b2d0b6dafeff5c2fca1ce,6.51841673519,A,3a4d99d5b841605f,3a4d99d5b841605f,{}
9195dacd420b6358fa76a0e2a1a52392760fb8651c485c6c16cda04e1341dec1,6.01759522615,A,ff5438f2dfdb3265,ff5438f2dfdb3265,{}
